CLIENTNUM,Card_Category,Months_on_book
714089658,Blue,36
718863258,Blue,41
717549408,Blue,36
807600633,Blue,39
770293758,Blue,38
765584208,Blue,30
811989858,Silver,44
721276383,Blue,33
708585933,Blue,36
713283933,Blue,30
714915633,Blue,36
709236633,Blue,28
827948133,Blue,43
718946358,Blue,30
714400308,Silver,49
789670533,Blue,26
770942283,Blue,33
827074758,Blue,38
818326083,Blue,49
712292133,Blue,36
709449333,Blue,40
788840283,Blue,26
716013858,Blue,34
712229283,Blue,24
751422258,Blue,38
715691808,Blue,30
794273283,Blue,45
788838033,Blue,29
712778658,Blue,39
789580908,Blue,37
778965183,Blue,30
714462558,Blue,36
789013833,Silver,37
800869758,Blue,43
807426033,Blue,32
720091083,Blue,31
711918033,Blue,17
709679658,Blue,50
779296908,Blue,28
720682308,Blue,46
714084483,Blue,36
719495958,Blue,36
789775308,Blue,43
714726858,Blue,36
709749483,Blue,29
710926383,Blue,24
717172308,Blue,37
771795933,Blue,38
785024808,Blue,47
710277183,Blue,27
714647808,Blue,39
709857033,Blue,50
714283458,Blue,36
804829533,Blue,54
716702358,Blue,33
720028683,Blue,39
757044033,Blue,37
719672283,Silver,39
719054733,Blue,40
793336383,Blue,41
795599883,Blue,51
715650783,Blue,36
711819708,Blue,25
713041683,Blue,36
779544708,Gold,35
712967508,Blue,36
710231433,Blue,43
817960533,Blue,36
713431008,Blue,36
709663608,Blue,36
754851783,Blue,32
808743558,Blue,37
778905033,Blue,26
720844008,Blue,45
714286383,Blue,36
718767183,Blue,36
712707408,Blue,33
789859833,Blue,31
812411058,Blue,44
712311258,Blue,36
778397358,Blue,22
715340733,Blue,28
797495958,Blue,36
720384633,Blue,36
810868758,Blue,34
719105433,Blue,38
715609533,Blue,35
712160058,Blue,51
779130108,Blue,15
712335858,Blue,36
789643383,Blue,35
717733158,Blue,29
713205108,Blue,27
719749083,Blue,54
811762383,Blue,37
708710283,Silver,36
708542283,Blue,47
720667383,Blue,32
822952158,Blue,49
716922633,Blue,30
709081683,Blue,54
710211783,Blue,26
720364158,Blue,36
713064783,Blue,48
709873683,Silver,53
758106108,Blue,38
711445233,Blue,36
778912683,Blue,32
780496833,Blue,43
720057183,Blue,42
789081408,Blue,32
720634683,Blue,37
808732458,Blue,43
719947533,Blue,36
715452408,Blue,36
718103733,Blue,31
788705358,Blue,33
772105608,Blue,37
718396533,Blue,38
712949733,Blue,37
772036233,Blue,51
713285058,Blue,34
710289783,Blue,25
780390108,Blue,34
720585183,Blue,35
711831558,Blue,41
710854008,Blue,37
717017808,Blue,52
823615983,Blue,50
807587433,Blue,51
709987683,Blue,36
714435408,Blue,38
718994583,Blue,35
793616883,Blue,33
779978283,Blue,34
713370033,Blue,40
710482533,Blue,17
778830933,Blue,21
736145283,Blue,24
778718658,Blue,15
719482008,Blue,35
715004808,Blue,39
720014358,Blue,26
718208358,Blue,31
713380308,Blue,36
716477133,Blue,32
713949858,Blue,36
827619933,Blue,44
779135808,Blue,38
719751483,Blue,36
708219858,Blue,26
779681433,Blue,31
720169383,Blue,41
718056033,Blue,34
789226683,Blue,33
822902508,Blue,37
780462183,Blue,31
715502808,Blue,36
788755158,Blue,29
780038058,Blue,22
709536483,Blue,49
712563408,Blue,18
771222558,Blue,32
708145908,Blue,50
717755058,Blue,36
789109983,Blue,28
802600233,Blue,45
720449208,Blue,16
719557983,Blue,36
766111383,Blue,31
789367083,Blue,31
710538183,Blue,42
708534033,Blue,36
716739258,Blue,33
788940558,Blue,27
714722808,Blue,33
713249883,Blue,36
714207483,Blue,41
720068808,Blue,32
778601733,Blue,47
709779258,Blue,43
713696808,Blue,39
720044658,Blue,46
716373483,Blue,40
714305508,Blue,36
712202433,Blue,36
716600733,Blue,36
778372158,Blue,33
714176133,Blue,36
708969633,Blue,36
715765758,Blue,41
803097333,Blue,35
710411358,Blue,28
715660308,Blue,44
711866358,Blue,30
710738883,Blue,36
717822108,Blue,48
714407058,Blue,29
710744433,Blue,38
778959258,Blue,32
713320008,Blue,37
766795983,Blue,40
716256483,Blue,36
712364283,Blue,43
714620358,Blue,30
709145958,Blue,36
709787733,Blue,48
809071083,Blue,55
721165608,Silver,36
716668308,Blue,36
708760458,Blue,36
720333783,Blue,33
789212883,Blue,19
711341433,Blue,24
720235608,Blue,36
716890533,Blue,36
708491508,Blue,42
718542858,Blue,36
717750858,Blue,16
712450008,Blue,36
827628408,Blue,36
713492583,Blue,29
718054833,Blue,37
788770908,Blue,26
710175783,Blue,25
715429608,Blue,37
714058308,Blue,36
717965808,Blue,54
709265208,Blue,37
713114133,Blue,23
721349883,Blue,39
758965158,Blue,37
749722908,Blue,36
709495833,Blue,36
717575958,Blue,41
714406158,Blue,36
767243208,Blue,35
711515433,Blue,36
720190908,Blue,51
818814933,Blue,53
719794383,Blue,41
709766808,Blue,36
709666908,Blue,36
794653983,Blue,27
716593533,Blue,45
714113658,Blue,41
708776658,Blue,43
712225008,Blue,44
787450758,Blue,43
789099783,Blue,31
711751533,Blue,37
708367908,Blue,47
714951858,Blue,36
720436008,Blue,43
718984533,Blue,29
716982483,Blue,38
708681708,Blue,43
720202008,Blue,40
714483033,Blue,40
711468708,Blue,31
821724483,Blue,43
716402508,Blue,36
721189008,Blue,27
712867983,Blue,43
713814408,Blue,36
716671983,Blue,29
708252108,Blue,53
717212958,Blue,36
713048733,Blue,40
779841483,Blue,39
710701233,Blue,37
718837683,Blue,49
718127958,Blue,36
718685358,Blue,44
771559158,Blue,46
710138883,Blue,36
711197658,Blue,43
709045683,Blue,30
708272808,Blue,36
720292983,Blue,51
709112508,Blue,36
712840608,Blue,43
788920308,Blue,37
718160358,Blue,39
719325783,Blue,36
712885533,Blue,31
719268333,Blue,36
721004133,Blue,25
714103908,Blue,36
771502383,Blue,42
713014533,Blue,43
713980383,Blue,38
711294258,Blue,38
719954733,Blue,28
711561933,Blue,47
826077033,Blue,42
711555483,Blue,36
715194183,Blue,36
716929233,Blue,24
709014558,Blue,42
710636208,Blue,40
815525508,Blue,41
718746933,Blue,47
715686183,Blue,34
741778458,Blue,47
801056358,Blue,45
709486158,Blue,20
713826183,Blue,33
803342358,Blue,49
780292683,Blue,41
788646858,Blue,29
711116133,Blue,37
708584208,Blue,36
789097833,Blue,27
709443633,Blue,26
767280633,Blue,39
713096583,Blue,36
721033908,Blue,46
756025233,Blue,36
711977508,Blue,43
772076208,Blue,47
710666583,Blue,36
712369308,Blue,35
794784633,Blue,55
716437533,Blue,43
715109508,Blue,36
795392433,Blue,29
712721358,Blue,36
720118908,Blue,36
799486158,Blue,29
718980633,Blue,36
717336408,Blue,45
709546608,Blue,36
823624158,Blue,49
771688983,Blue,41
708701358,Blue,36
712048008,Blue,44
710712783,Blue,41
716626008,Blue,36
718284408,Blue,30
717414933,Blue,45
713032233,Blue,36
714234858,Blue,36
714818058,Blue,30
708731658,Blue,41
708706833,Blue,36
780100533,Blue,31
711712983,Blue,46
712549758,Blue,25
713348433,Blue,29
820599333,Blue,38
787261008,Blue,37
778343958,Blue,27
788407833,Blue,42
760807608,Blue,41
771108933,Blue,34
715954158,Blue,36
715499058,Blue,36
717995958,Blue,38
718736883,Blue,36
721045608,Blue,32
715215108,Blue,46
795823383,Blue,37
718338708,Blue,38
713588958,Blue,25
710120358,Blue,27
809582058,Blue,43
709199358,Blue,36
821889858,Blue,46
815324433,Blue,41
793656633,Blue,29
713246208,Blue,56
711493158,Blue,36
721163133,Blue,36
826417233,Blue,31
711619608,Blue,36
712244733,Blue,45
709638783,Blue,43
720296808,Blue,39
718926258,Blue,28
714706083,Blue,36
721473783,Blue,21
712230408,Blue,37
716186883,Blue,37
715204083,Blue,36
709283358,Blue,29
817887408,Blue,34
789481233,Blue,30
718184883,Blue,34
821157183,Blue,37
709837308,Blue,19
779491908,Blue,29
718399233,Blue,36
779447358,Blue,32
710661333,Blue,36
789114408,Blue,38
710570058,Blue,25
712681608,Blue,36
709086933,Blue,22
709179708,Blue,36
711206958,Blue,31
823928058,Blue,48
796330983,Blue,35
771284658,Blue,35
779307558,Blue,35
788846508,Blue,32
783500283,Blue,56
802247658,Blue,53
795573333,Blue,35
721366308,Blue,39
720377433,Blue,36
711243108,Blue,36
789351783,Blue,30
719699208,Blue,36
720774183,Blue,30
713590158,Blue,34
715547058,Blue,36
815596608,Blue,43
718921683,Blue,38
720031908,Blue,36
716716083,Blue,36
819969933,Blue,38
714382608,Blue,36
720092283,Blue,31
720531633,Blue,36
718508883,Blue,36
708794133,Blue,37
713447583,Blue,36
716107158,Blue,20
712713108,Blue,36
719245083,Blue,39
708269583,Blue,28
720234708,Blue,33
709436883,Blue,48
714140133,Blue,32
716136333,Blue,24
715031433,Blue,36
810667158,Blue,35
715253433,Blue,38
809937933,Blue,37
708997833,Blue,39
718296558,Blue,31
780086658,Blue,28
708754833,Blue,40
788638908,Blue,30
715607958,Blue,36
708515358,Blue,36
716357058,Blue,36
714569958,Blue,28
716822583,Blue,36
721109358,Blue,27
827635083,Blue,55
715492983,Blue,36
712234308,Blue,36
708334158,Blue,34
812488608,Blue,39
793345008,Blue,38
715487733,Blue,36
788856408,Blue,34
708154833,Blue,27
721147383,Blue,22
803973483,Blue,44
788941983,Blue,22
715603233,Blue,42
709945458,Blue,40
714614133,Blue,36
768167358,Blue,31
737967708,Blue,45
712920633,Blue,35
780373233,Blue,29
721384308,Blue,36
712242633,Blue,36
713610933,Blue,26
714257958,Blue,31
772172883,Blue,35
720204558,Blue,36
779635533,Blue,21
804658833,Blue,48
756691608,Blue,30
806219808,Blue,47
826266483,Blue,35
775152708,Blue,39
787596558,Blue,23
803205258,Blue,45
716041908,Blue,43
708837858,Blue,34
828227433,Blue,46
714487458,Blue,40
711390333,Blue,46
787974108,Blue,27
714036258,Blue,36
788752833,Blue,32
773108958,Blue,48
782437008,Blue,35
710729358,Blue,30
827423433,Blue,37
756919683,Blue,41
779219208,Blue,28
712342833,Blue,36
721121283,Blue,24
790006383,Blue,37
756989583,Blue,24
717477783,Silver,37
716614683,Gold,36
789942033,Blue,34
740784258,Blue,40
711336033,Blue,36
768141558,Blue,45
717179508,Blue,26
716520033,Blue,36
783625008,Blue,45
769330908,Blue,43
789396783,Blue,20
709310433,Blue,56
713094483,Blue,32
770753733,Blue,28
712659408,Blue,45
768475383,Blue,56
779655183,Blue,31
711278283,Blue,50
713345508,Blue,36
711379083,Blue,42
789144633,Blue,34
708393633,Blue,31
708657033,Blue,54
717949008,Blue,29
788866983,Blue,48
751283658,Blue,35
718243533,Blue,36
779754408,Blue,33
794866983,Blue,45
711832533,Silver,32
788552658,Blue,30
715415508,Blue,36
719962458,Blue,34
712734933,Blue,36
717410508,Silver,30
711796683,Blue,38
709407933,Silver,38
810493458,Blue,47
720494058,Blue,25
717050883,Blue,36
713163258,Blue,33
715659333,Blue,36
712414908,Blue,37
720175008,Blue,34
719876808,Blue,36
713334483,Blue,32
708360108,Blue,41
720676158,Blue,21
716631708,Blue,36
713025558,Blue,38
710506683,Blue,39
712428333,Blue,41
718041033,Blue,36
709169133,Blue,23
718164858,Blue,34
809565183,Blue,47
778377183,Blue,29
712845258,Gold,33
716915133,Blue,36
771403008,Blue,40
787441383,Blue,37
711345258,Blue,44
713685033,Blue,33
718205283,Blue,37
708337683,Blue,40
720941433,Blue,41
710201058,Blue,38
785218458,Blue,38
770740308,Blue,35
787493808,Blue,36
708846183,Blue,30
810586833,Blue,33
711151383,Blue,26
712425258,Blue,26
772063308,Blue,34
718574808,Blue,17
717131283,Blue,34
798996183,Blue,55
716831508,Blue,34
715297908,Blue,22
813234108,Blue,40
711027183,Blue,45
718812708,Blue,44
709505808,Blue,33
711267633,Blue,40
719613783,Blue,42
719035758,Blue,43
708473133,Blue,45
712996833,Blue,33
720963258,Blue,40
819606258,Blue,43
714634983,Blue,36
806428908,Blue,55
710903358,Blue,55
712676208,Blue,36
709005633,Blue,51
712102983,Blue,36
754480233,Blue,43
719042208,Blue,33
716251608,Blue,36
715537383,Blue,30
709460883,Blue,28
789325008,Blue,38
719195733,Blue,36
787665258,Blue,37
710226708,Blue,49
711982383,Blue,49
716345283,Blue,36
816850458,Blue,28
710842308,Blue,26
713132133,Blue,39
788874333,Blue,40
717987258,Blue,36
793712658,Blue,46
708324483,Blue,39
768612258,Blue,46
719659758,Blue,35
711313158,Blue,44
716483358,Blue,29
719829633,Blue,29
812465958,Blue,48
786536808,Blue,45
807369708,Blue,47
711397533,Blue,41
711740508,Blue,40
715233108,Blue,36
813807258,Blue,45
769183908,Blue,45
718451133,Blue,40
721115733,Blue,36
720085233,Blue,40
717036408,Blue,36
714427608,Blue,29
780019908,Blue,43
827898033,Blue,50
720302883,Blue,35
715893633,Blue,36
720730683,Blue,36
720638283,Blue,20
789053883,Blue,31
719286708,Blue,39
713952558,Blue,43
793395933,Blue,53
813895458,Blue,43
771733608,Blue,35
710102208,Blue,36
719511783,Blue,41
712849158,Blue,44
783070833,Blue,28
713419908,Blue,50
789345408,Blue,29
720992883,Blue,37
803652633,Blue,41
789248958,Blue,26
716178483,Blue,29
715440558,Blue,36
711535158,Blue,35
713647083,Blue,36
718311933,Blue,37
718404783,Blue,49
817332483,Blue,47
710015733,Blue,30
794965233,Silver,45
710512833,Blue,29
710803008,Blue,30
712987608,Blue,40
716974383,Blue,28
720930633,Blue,46
710136258,Blue,24
779438208,Blue,22
721017333,Blue,36
720952608,Blue,29
712886733,Blue,32
810545733,Blue,42
822132858,Blue,37
713526258,Blue,36
712877733,Blue,42
713339283,Blue,39
720473433,Blue,36
780584658,Blue,22
711824358,Blue,31
789990333,Blue,35
721332033,Blue,30
709612983,Blue,36
771058908,Blue,42
715471833,Blue,36
711781233,Blue,45
713947908,Blue,23
709741608,Blue,36
709333608,Blue,46
709688883,Blue,36
716269308,Blue,36
708692583,Blue,31
709892658,Blue,38
713815383,Blue,36
710183283,Blue,36
711937158,Blue,39
771486933,Blue,52
717450633,Blue,36
718421808,Blue,43
716403633,Blue,50
717646983,Blue,49
778837083,Blue,31
768632958,Blue,49
715622508,Blue,41
708402333,Blue,37
708946008,Blue,36
715625658,Blue,36
789599283,Blue,38
708960858,Blue,21
814840833,Blue,39
772082208,Blue,28
711597183,Blue,34
712110333,Blue,18
718673358,Blue,30
712479633,Blue,20
716108283,Blue,46
779360808,Blue,35
716352033,Blue,39
716643033,Blue,31
711567333,Blue,31
788756133,Blue,24
755437533,Blue,41
713573508,Silver,32
709430508,Blue,32
710645583,Blue,37
714253983,Blue,36
771566208,Blue,36
713314533,Blue,27
720725883,Blue,20
708539583,Blue,25
716747283,Blue,36
787519683,Blue,30
721044333,Blue,22
713679633,Blue,33
711126483,Blue,28
814191333,Blue,50
715040208,Blue,38
710769258,Blue,27
715227633,Blue,36
708635058,Blue,44
709051533,Blue,26
718940208,Blue,44
712361583,Silver,36
708390633,Blue,44
720281508,Blue,34
720885558,Blue,37
709781208,Blue,26
710086308,Blue,38
713282733,Blue,24
815812683,Blue,42
708204033,Blue,24
720040158,Blue,36
755996583,Blue,50
711359058,Blue,33
714064908,Blue,36
717074283,Blue,37
765847383,Blue,43
789531633,Blue,46
820593033,Silver,39
710078358,Blue,26
715025208,Blue,46
709596783,Blue,34
715960308,Blue,44
716653758,Blue,36
787268733,Blue,46
789923058,Blue,44
771079833,Blue,27
710507733,Blue,35
779269158,Blue,25
711627558,Blue,30
710536983,Blue,36
712237458,Blue,28
778289883,Blue,32
714154533,Blue,36
803657133,Blue,54
769053033,Blue,38
713613258,Blue,36
768544833,Blue,39
720782658,Blue,36
768162108,Blue,43
710511858,Blue,36
714516033,Blue,44
788630958,Blue,28
717646008,Blue,46
712290258,Blue,40
716292033,Blue,36
780372408,Blue,33
720853158,Blue,24
823507833,Blue,40
711111633,Silver,49
709904508,Blue,40
712022883,Blue,27
712173108,Blue,36
714156633,Blue,36
714581358,Blue,43
713256033,Blue,25
825831933,Blue,48
720274158,Blue,35
772394883,Blue,50
794253108,Blue,46
720899883,Blue,35
714313608,Blue,36
716602683,Blue,36
715928808,Blue,31
771899433,Blue,37
714771708,Blue,26
709711758,Blue,32
721137558,Blue,28
820268358,Blue,43
709273383,Blue,36
822959133,Blue,26
720491958,Blue,36
713607108,Blue,31
709729533,Blue,39
717890583,Blue,38
718384233,Silver,39
713401758,Blue,36
773257233,Blue,39
713556033,Blue,22
719265108,Blue,33
778740708,Blue,27
710952933,Blue,36
720991833,Blue,36
779954658,Blue,40
714204108,Blue,38
805546308,Blue,56
716244933,Blue,36
712018233,Blue,34
802878408,Blue,47
719504433,Silver,54
794558658,Blue,34
711634008,Blue,36
708260208,Blue,36
713435058,Blue,42
719656533,Blue,36
719709558,Blue,33
710311233,Blue,37
719216508,Blue,36
713105508,Silver,29
710719683,Blue,43
817892208,Blue,30
714102183,Blue,36
715410783,Blue,36
718202658,Blue,36
719445633,Blue,36
709820658,Blue,36
718481283,Blue,43
789300408,Blue,30
711970533,Blue,41
815088483,Blue,23
717139608,Blue,36
717626508,Blue,36
767668908,Blue,40
712484733,Blue,32
716216958,Blue,42
714246333,Blue,48
718693683,Blue,53
716298633,Blue,47
755661933,Blue,41
712914783,Blue,31
711240108,Blue,31
721396758,Blue,36
715636533,Blue,36
711508608,Blue,36
716669658,Blue,33
718212633,Blue,36
708357183,Blue,38
713629533,Blue,36
771450708,Blue,46
711311883,Silver,35
802673508,Blue,51
708113208,Blue,36
788786208,Blue,27
720043533,Blue,26
801083133,Blue,51
716246733,Blue,49
807157833,Blue,51
721032633,Blue,32
828285858,Blue,37
718890933,Blue,27
711148308,Blue,46
712810233,Blue,36
714098883,Blue,36
779327733,Blue,25
716364408,Blue,36
710461083,Blue,46
709306983,Silver,36
769035933,Blue,48
813182658,Blue,44
781110408,Blue,23
818007783,Blue,44
708862233,Blue,30
714006333,Blue,36
770596458,Blue,31
789392883,Blue,29
803805483,Blue,40
709534083,Blue,36
710579583,Blue,50
708949908,Blue,42
711907083,Blue,36
718696458,Blue,42
710611683,Blue,31
721511883,Blue,28
779116158,Blue,31
720193533,Blue,32
753094533,Blue,44
719545983,Blue,13
716494383,Blue,41
769892058,Blue,34
709098108,Blue,35
715705683,Blue,36
715724808,Blue,41
717123858,Blue,36
716236683,Blue,37
771224358,Blue,41
779310033,Blue,24
710595783,Blue,39
711409833,Blue,33
721174008,Blue,23
714192933,Blue,36
709632483,Blue,40
718431258,Blue,28
817029108,Blue,27
796931508,Blue,36
769577358,Blue,17
815589558,Blue,45
714287583,Blue,32
718975083,Blue,40
715315008,Blue,30
779252283,Blue,29
714031083,Blue,30
772442883,Blue,41
714533058,Blue,43
716570958,Blue,36
710116833,Blue,36
718586133,Blue,31
773322558,Blue,48
714554808,Blue,40
717903108,Blue,46
815908908,Blue,42
771464808,Blue,23
708234558,Blue,43
715737258,Blue,32
710188308,Blue,41
708670608,Blue,36
714839808,Blue,35
811140933,Blue,29
788937933,Blue,25
721527858,Blue,40
718265658,Blue,36
714312708,Blue,36
715821183,Blue,23
709487058,Silver,36
712675158,Blue,36
826473858,Blue,40
817382958,Blue,31
712927383,Blue,36
712894308,Blue,37
712349808,Blue,34
778780008,Blue,36
711430908,Blue,34
779670783,Blue,23
718757808,Blue,46
779530908,Blue,31
716389833,Blue,40
718469658,Blue,22
809849358,Blue,50
719772258,Blue,30
809363958,Blue,44
709165533,Blue,41
809846283,Blue,37
708427908,Blue,39
721228308,Blue,39
713374533,Blue,43
708708858,Blue,36
721111233,Blue,43
708538608,Blue,36
718866633,Blue,36
719100633,Silver,36
789328083,Blue,32
822905058,Blue,25
816549933,Blue,45
716421633,Blue,36
712667958,Blue,36
809559933,Blue,40
819979458,Blue,30
708100533,Blue,36
778669608,Blue,29
802867683,Blue,47
711893358,Blue,37
785410158,Blue,42
718596858,Blue,45
708338958,Blue,36
714688833,Blue,36
789662283,Blue,33
712805658,Blue,46
815598858,Blue,43
779412783,Blue,37
780036483,Blue,28
711527508,Blue,34
720768258,Blue,34
716023533,Blue,39
714075708,Gold,38
787475433,Blue,23
787505133,Blue,24
712241433,Blue,30
807990108,Blue,39
719018208,Blue,46
716641983,Blue,36
708989358,Blue,18
708807483,Blue,45
715774833,Blue,36
714733908,Blue,37
721067658,Silver,36
788997408,Blue,53
719835033,Blue,34
771854808,Blue,34
717299958,Blue,45
720778458,Blue,36
713019783,Blue,35
770968383,Silver,28
709747308,Blue,36
801366783,Blue,45
798786333,Blue,40
771723408,Blue,25
715117008,Blue,36
713944833,Blue,36
713569158,Blue,34
713037333,Blue,55
718267233,Silver,38
709736658,Blue,27
710929233,Blue,36
714290583,Blue,36
717972408,Blue,34
718626033,Blue,39
720008133,Blue,36
710476908,Blue,28
709888383,Blue,36
788864508,Blue,37
714010383,Blue,40
719549508,Blue,40
718670808,Blue,51
718211208,Blue,36
712578933,Blue,25
709343433,Blue,26
767488908,Blue,35
719531133,Blue,38
719006508,Blue,36
721287183,Blue,35
711144183,Blue,45
709080783,Blue,38
710520408,Blue,36
785262333,Blue,40
716513358,Blue,36
719073483,Blue,38
715372083,Blue,36
780034083,Blue,38
794581533,Blue,37
710013258,Blue,31
719084358,Blue,46
789173958,Blue,34
789575583,Blue,36
712434708,Blue,39
808675083,Blue,56
710864358,Blue,45
712574583,Blue,21
708412758,Blue,36
714389058,Blue,36
715767033,Blue,36
779281233,Blue,27
717147708,Blue,34
715029333,Blue,36
806989008,Blue,25
713158083,Blue,46
771037008,Blue,33
710587458,Blue,22
710563458,Blue,30
720010608,Blue,24
710343783,Blue,29
772578858,Blue,39
708559533,Blue,36
711939558,Blue,36
772143333,Blue,35
711067383,Blue,45
817041408,Blue,41
771942333,Blue,54
755247108,Blue,43
715710708,Blue,37
713858733,Blue,53
717129333,Blue,25
716924958,Blue,56
719614758,Blue,34
721537683,Blue,41
771500358,Blue,31
711531858,Blue,41
715060158,Blue,26
779725833,Blue,26
716592558,Blue,36
771020133,Blue,32
709153008,Blue,36
713394858,Blue,34
721175283,Blue,36
715503558,Blue,36
819943458,Blue,52
717094758,Blue,29
772073508,Blue,41
721351983,Blue,36
714477408,Blue,36
718471758,Silver,37
711607833,Blue,36
708621408,Blue,28
719277033,Blue,34
813905508,Blue,52
719761458,Blue,36
708222558,Blue,36
713937558,Blue,36
709603608,Blue,25
804661083,Blue,45
720977358,Blue,36
718420308,Blue,36
714046608,Blue,39
718048608,Blue,33
718497033,Blue,36
711801933,Blue,36
716282208,Blue,48
789076083,Blue,38
714045783,Blue,29
769720683,Blue,44
721092783,Blue,36
720243933,Blue,32
818502708,Blue,46
712942308,Blue,36
714262533,Blue,36
714708183,Silver,49
718285308,Blue,31
720595083,Blue,30
787501758,Blue,39
714990633,Blue,36
714652383,Blue,36
788776008,Blue,24
709176108,Blue,49
719354433,Silver,36
709368483,Blue,45
717621333,Blue,36
716272158,Blue,15
803355408,Blue,44
717073308,Blue,31
789105183,Silver,42
721305408,Blue,37
715739733,Blue,25
779217333,Blue,49
712133508,Blue,22
714602658,Blue,36
712446783,Blue,30
720049083,Blue,24
824172258,Blue,30
717695058,Blue,35
719782458,Blue,39
718141983,Blue,43
718853358,Blue,36
772539558,Blue,55
817094283,Blue,23
716932308,Blue,28
714738858,Blue,36
772409733,Blue,28
717534108,Blue,40
816378033,Gold,41
790141308,Blue,37
710770383,Blue,36
711351108,Blue,36
713744058,Blue,36
708998583,Blue,39
827451333,Blue,50
714228558,Blue,36
797668983,Blue,36
713023158,Blue,31
709982658,Blue,31
715398858,Blue,36
715615233,Blue,48
710650608,Blue,36
803214108,Blue,27
717202083,Blue,34
719051733,Blue,51
789900633,Blue,40
789122808,Blue,29
709902108,Blue,40
713666058,Blue,38
711453783,Blue,29
778936008,Blue,30
708085458,Blue,24
749067633,Blue,38
716170308,Blue,36
711507783,Blue,42
819752133,Blue,36
711061908,Blue,38
744231708,Blue,38
716856408,Blue,28
711780108,Blue,38
715178733,Blue,41
721418133,Blue,33
720124758,Blue,40
809068983,Blue,35
711052308,Blue,37
718967433,Blue,36
709827933,Blue,36
787568433,Blue,33
720256158,Blue,40
715435758,Blue,36
719505483,Blue,36
721247883,Blue,41
772220433,Blue,33
789692283,Blue,34
815091333,Blue,43
778732158,Blue,30
715129233,Blue,36
714083208,Blue,38
716559108,Blue,36
715102308,Blue,36
768814983,Blue,33
788744058,Blue,27
782802033,Blue,39
708499608,Silver,36
794947683,Blue,29
716442333,Blue,25
772189308,Blue,48
721529583,Blue,41
713578608,Blue,46
718976283,Blue,36
711505308,Blue,52
711131958,Blue,42
714687858,Blue,41
780289308,Blue,47
708504783,Blue,36
778857108,Blue,33
756598833,Blue,31
718748133,Blue,23
714503433,Blue,36
710869008,Blue,36
779643858,Blue,38
715250583,Blue,48
714396558,Blue,51
752766783,Blue,36
715532208,Blue,55
719130558,Blue,44
806232408,Blue,49
715497558,Blue,36
716303583,Blue,36
713522058,Blue,30
719074308,Blue,27
711881733,Blue,46
710310108,Blue,29
715814433,Blue,36
717252483,Blue,41
770874483,Blue,40
719742108,Blue,26
711064008,Blue,36
717208833,Blue,21
709022883,Blue,36
713653983,Blue,26
713463708,Blue,25
789143283,Blue,30
778550583,Blue,35
711181608,Blue,40
711790308,Blue,34
779791908,Blue,36
789515283,Blue,43
712046808,Blue,42
712169883,Blue,36
712637283,Blue,28
715555833,Blue,34
708712833,Blue,36
717841683,Blue,36
708689958,Blue,36
708888633,Blue,36
721012983,Blue,38
812406183,Blue,40
714595983,Blue,41
715725858,Blue,26
720270633,Blue,36
720269283,Blue,33
710142258,Blue,36
708525108,Blue,47
709621008,Blue,30
717181833,Silver,30
711288558,Blue,28
718653333,Blue,33
766628733,Blue,49
711724083,Blue,16
719690733,Blue,40
770783508,Blue,34
713422083,Blue,36
718026858,Blue,36
716028108,Blue,18
712222758,Blue,36
718436133,Blue,36
719313633,Blue,36
814586958,Blue,38
804344733,Blue,41
717166383,Blue,30
713060283,Blue,34
713070033,Blue,43
793625583,Blue,42
713918358,Blue,36
714308283,Blue,32
714086133,Blue,36
718872858,Blue,36
718148358,Blue,36
709665783,Blue,36
708483708,Blue,36
715347783,Blue,35
709054083,Blue,32
807915408,Blue,36
794507133,Blue,18
712569408,Blue,44
788805108,Blue,30
710150208,Blue,26
711825558,Blue,19
712891833,Blue,36
719680908,Blue,27
801053208,Blue,33
758642733,Blue,41
771201408,Blue,40
789523683,Blue,43
767266758,Blue,34
713732883,Blue,36
720739083,Blue,25
718010133,Blue,35
771518658,Blue,46
710508858,Blue,34
772590408,Blue,31
719334408,Blue,36
717500133,Blue,36
720988083,Blue,35
713594883,Blue,32
719848908,Blue,33
714962658,Blue,36
717429258,Blue,39
717022533,Blue,36
710853033,Blue,36
709548783,Blue,36
780055308,Blue,28
714252933,Blue,45
713336883,Blue,36
713119308,Blue,39
710815608,Blue,25
809626983,Blue,43
803398983,Blue,29
717568308,Blue,36
711694083,Blue,48
712258308,Blue,39
713884458,Blue,37
716160708,Blue,36
772728933,Blue,40
815320383,Blue,41
712117983,Blue,39
788694558,Blue,40
709275558,Blue,44
711216933,Blue,36
717069033,Blue,30
714992733,Blue,36
809445858,Blue,32
708859158,Blue,37
710040483,Blue,26
714667608,Blue,36
714475908,Blue,35
713656308,Blue,48
716790633,Blue,36
716127333,Blue,36
713017758,Blue,32
717893358,Blue,33
780032208,Blue,34
720219633,Blue,42
711676008,Blue,44
714192033,Blue,25
713442933,Blue,32
789052308,Blue,28
714948858,Blue,36
711772983,Blue,35
802937058,Blue,47
712493058,Blue,31
718808883,Silver,47
719685408,Blue,29
708829758,Blue,36
710792733,Blue,29
716838633,Blue,36
714041283,Blue,40
710284233,Blue,36
752944533,Blue,34
713312208,Blue,43
804045933,Blue,30
716662683,Blue,45
713432508,Blue,36
799475658,Blue,45
719849958,Blue,36
